"UPC","UNITS","DOLLARS","iri_key","week","package","flavorscent","typeofgrain","pr","f","d","brand","vol_eq","price","price_pr","j"
"00-01-38000-75040",60,188,"231063",1490,"BOX","REGULAR","OAT BRAN","1","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.5938,3.13333333333333,3.13333333333333,1
"00-01-38000-75040",18,58.06,"260790",1509,"BOX","REGULAR","OAT BRAN","1","A","0","KELLOGGS RAISIN BRAN CRUNCH",1.5938,3.22555555555556,3.22555555555556,1
"00-01-38000-75040",5,23.3,"689780",1519,"BOX","REGULAR","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.5938,4.66,0,1
"00-01-38000-75040",7,34.93,"240093",1527,"BOX","REGULAR","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.5938,4.99,0,1
"00-01-38000-86230",9,34.11,"237082",1503,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.7875,3.79,0,1
"00-01-38000-86230",1,4.19,"236490",1526,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.7875,4.19,0,1
"00-01-38000-86350",3,3,"213290",1508,"CUP","APPLE CINNAMON","3 GRAIN","1","NONE","1","KELLOGGS APPLE JACKS",0.0938,1,1,1
"00-01-38000-86350",1,1,"237861",1518,"CUP","APPLE CINNAMON","3 GRAIN","0","B","0","KELLOGGS APPLE JACKS",0.0938,1,0,1
"00-01-38000-86350",11,11.99,"934382",1526,"CUP","APPLE CINNAMON","3 GRAIN","0","NONE","0","KELLOGGS APPLE JACKS",0.0938,1.09,0,1
"00-01-38000-86350",9,7.83,"205999",1480,"CUP","APPLE CINNAMON","3 GRAIN","0","NONE","0","KELLOGGS APPLE JACKS",0.0938,0.87,0,1
"00-01-38000-86360",3,3,"237976",1479,"CUP","TOASTED","RICE","0","NONE","1","KELLOGGS RICE KRISPIES",0.0813,1,0,1
"00-01-38000-86360",21,20.79,"1108436",1529,"CUP","TOASTED","RICE","0","NONE","2","KELLOGGS RICE KRISPIES",0.0813,0.99,0,1
"00-01-38000-86360",32,32,"668927",1529,"CUP","TOASTED","RICE","0","NONE","0","KELLOGGS RICE KRISPIES",0.0813,1,0,1
"00-01-38000-87010",5,19.95,"273064",1528,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.99,0,1
"00-01-38000-87010",45,135,"269824",1516,"BOX","TOASTED HONEY","OAT BRAN","1","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3,3,1
"00-01-38000-87010",10,46.9,"233744",1509,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,4.69,0,1
"00-01-38000-87010",22,70.18,"222685",1498,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.19,0,1
"00-01-38000-87010",9,33.11,"225411",1488,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.67888888888889,0,1
"00-01-38000-87010",5,17.95,"257372",1484,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.59,0,1
"00-01-38000-87010",1,3.99,"293007",1502,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.99,0,1
"00-01-38000-87010",4,18.36,"650878",1507,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,4.59,0,1
"00-01-38000-87010",10,37.9,"1129089",1502,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.79,0,1
"00-01-38000-87010",3,10.74,"668928",1492,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.58,0,1
"00-01-38000-87010",12,31.39,"200610",1495,"BOX","TOASTED HONEY","OAT BRAN","1","B","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,2.61583333333333,2.61583333333333,1
"00-01-38000-87010",25,81.76,"225023",1486,"BOX","TOASTED HONEY","OAT BRAN","1","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.2704,3.2704,1
"00-01-38000-87010",3,13.77,"286394",1517,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,4.59,0,1
"00-01-38000-87010",10,47.9,"931768",1522,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,4.79,0,1
"00-01-38000-87010",10,25,"274250",1502,"BOX","TOASTED HONEY","OAT BRAN","1","A","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,2.5,2.5,1
"00-01-38000-87010",5,21.45,"281486",1486,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,4.29,0,1
"00-01-38000-87010",53,132.5,"287183",1484,"BOX","TOASTED HONEY","OAT BRAN","1","B","2","KELLOGGS RAISIN BRAN CRUNCH",1.1375,2.5,2.5,1
"00-01-38000-87010",2,8.6,"648212",1482,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,4.3,0,1
"00-01-38000-87010",6,23.94,"229782",1494,"BOX","TOASTED HONEY","OAT BRAN","0","NONE","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.99,0,1
"00-01-38000-87010",6,23.94,"244327",1498,"BOX","TOASTED HONEY","OAT BRAN","0","A","0","KELLOGGS RAISIN BRAN CRUNCH",1.1375,3.99,0,1
"00-01-38000-92460",2,8.18,"652877",1487,"BOX","CHOCOLATE","RICE","0","NONE","0","KELLOGGS COCOA KRISPIES",1.0938,4.09,0,1
"00-01-38000-92460",4,13.48,"649405",1508,"BOX","CHOCOLATE","RICE","0","NONE","0","KELLOGGS COCOA KRISPIES",1.0938,3.37,0,1
"00-01-38000-92460",7,21,"241995",1481,"BOX","CHOCOLATE","RICE","1","NONE","0","KELLOGGS COCOA KRISPIES",1.0938,3,3,1
"00-01-38000-92460",7,24.47,"275717",1500,"BOX","CHOCOLATE","RICE","1","NONE","0","KELLOGGS COCOA KRISPIES",1.0938,3.49571428571429,3.49571428571429,1
"00-01-41653-45674",1,4.79,"231251",1508,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,4.79,0,1
"00-01-41653-45678",4,9.92,"641757",1496,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,2.48,0,1
"00-01-41653-45678",3,8.97,"250872",1511,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,2.99,0,1
"00-01-41653-45678",1,2.79,"534995",1513,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,2.79,0,1
"00-01-41653-45678",1,3.19,"225757",1490,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,3.19,0,1
"00-01-41653-45678",2,4.3,"648547",1490,"BOX","TOASTED","WHOLE GRAIN WHEAT","1","NONE","0","UNCLE SAM",0.625,2.15,2.15,1
"00-01-41653-45678",1,2.48,"650517",1502,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,2.48,0,1
"00-01-41653-45678",1,3.5,"1130223",1506,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,3.5,0,1
"00-01-41653-45678",6,12.54,"243785",1516,"BOX","TOASTED","WHOLE GRAIN WHEAT","1","NONE","0","UNCLE SAM",0.625,2.09,2.09,1
"00-01-41653-45678",8,18.4,"274459",1486,"BOX","TOASTED","WHOLE GRAIN WHEAT","1","NONE","0","UNCLE SAM",0.625,2.3,2.3,1
"00-01-41653-45678",6,13.74,"236423",1489,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,2.29,0,1
"00-01-41653-45678",3,8.97,"932209",1498,"BOX","TOASTED","WHOLE GRAIN WHEAT","0","NONE","0","UNCLE SAM",0.625,2.99,0,1
"00-01-42400-01363",5,14.2,"651600",1491,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,2.84,0,1
"00-01-42400-01363",16,32,"274204",1487,"RESEALABLE BAG","FRUIT","MULTI GRAIN","1","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,2,2,1
"00-01-42400-01363",5,11.67,"285608",1483,"RESEALABLE BAG","FRUIT","MULTI GRAIN","1","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,2.334,2.334,1
"00-01-42400-01363",3,11.94,"679716",1498,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,3.98,0,1
"00-01-42400-01363",7,21.7,"206005",1483,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,3.1,0,1
"00-01-42400-01363",2,7.98,"282513",1518,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,3.99,0,1
"00-01-42400-01363",2,8.78,"1133995",1523,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,4.39,0,1
"00-01-42400-01363",41,82,"643191",1488,"RESEALABLE BAG","FRUIT","MULTI GRAIN","1","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,2,2,1
"00-01-42400-01363",3,8.59,"250710",1508,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,2.86333333333333,0,1
"00-01-42400-01363",4,13.52,"246412",1514,"RESEALABLE BAG","FRUIT","MULTI GRAIN","1","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.4063,3.38,3.38,1
"00-01-42400-02554",17,45.73,"229782",1509,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.125,2.69,0,1
"00-01-42400-02554",3,8.97,"931812",1529,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.125,2.99,0,1
"00-01-42400-02554",5,13.95,"253546",1508,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.125,2.79,0,1
"00-01-42400-05742",5,20.85,"273081",1508,"RESEALABLE BAG","REGULAR","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",2.125,4.17,0,1
"00-01-42400-05743",1,3.79,"536006",1495,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,3.79,0,1
"00-01-42400-05743",2,5,"253077",1511,"RESEALABLE BAG","HONEY","WHEAT","1","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,2.5,2.5,1
"00-01-42400-05743",2,8.58,"288167",1490,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,4.29,0,1
"00-01-42400-05743",2,8.98,"278194",1480,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,4.49,0,1
"00-01-42400-05743",5,19.45,"246474",1527,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,3.89,0,1
"00-01-42400-05743",4,13.96,"237573",1487,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,3.49,0,1
"00-01-42400-05743",21,66.36,"648604",1507,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,3.16,0,1
"00-01-42400-05743",12,41.64,"1130572",1490,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.5938,3.47,0,1
"00-01-42400-05744",2,6.58,"274250",1482,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.6875,3.29,0,1
"00-01-42400-05744",3,11.37,"273220",1479,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.6875,3.79,0,1
"00-01-42400-05744",6,21.43,"228037",1509,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.6875,3.57166666666667,0,1
"00-01-42400-05744",4,9.77,"269342",1506,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.6875,2.4425,0,1
"00-01-42400-06946",3,8.97,"933721",1492,"RESEALABLE BAG","REGULAR","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.4688,2.99,0,1
"00-01-42400-06946",4,11.96,"217781",1505,"RESEALABLE BAG","REGULAR","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.4688,2.99,0,1
"00-01-42400-09757",3,8.97,"247300",1520,"RESEALABLE BAG","REGULAR","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.3125,2.99,0,1
"00-01-42400-09757",8,19.92,"256078",1523,"RESEALABLE BAG","REGULAR","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1.3125,2.49,0,1
"00-01-42400-09800",5,20.91,"241565",1518,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",1.4375,4.182,0,1
"00-01-42400-40419",4,4,"291350",1499,"BOX","REGULAR","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",0.5125,1,0,1
"00-01-42400-40423",2,3.98,"203001",1521,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",1,1.99,0,1
"00-01-42400-90478",4,21.16,"295097",1530,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",2.3125,5.29,0,1
"00-01-42400-90478",3,14.97,"233708",1508,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",2.3125,4.99,0,1
"00-01-42400-90478",3,13.14,"1114006",1494,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",2.3125,4.38,0,1
"00-01-42400-90478",3,15.75,"534425",1506,"RESEALABLE BAG","HONEY","WHEAT","0","NONE","0","MALT O MEAL GOLDEN PUFFS",2.3125,5.25,0,1
"00-01-42400-91367",2,7.78,"269307",1487,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.875,3.89,0,1
"00-01-42400-91378",8,38.32,"212957",1510,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.875,4.79,0,1
"00-01-42400-91378",10,37.3,"271762",1479,"RESEALABLE BAG","FRUIT","MULTI GRAIN","0","NONE","0","MALT O MEAL TOOTIE FRUITIES",1.875,3.73,0,1
"00-01-42400-92501",3,16.5,"277073",1486,"RESEALABLE BAG","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","MALT O MEAL FROSTED MINI SPOO",2.25,5.5,0,1
"00-01-43000-01119",4,11.08,"686034",1495,"BOX","REGULAR","GRANOLA","1","NONE","0","POST TRAIL MIX CRUNCH",1.0625,2.77,2.77,1
"00-01-43000-01119",2,7.58,"684238",1488,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.79,0,1
"00-01-43000-01119",2,7.14,"532600",1515,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.57,0,1
"00-01-43000-01119",3,11.37,"231251",1493,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.79,0,1
"00-01-43000-01119",6,15,"292476",1529,"BOX","REGULAR","GRANOLA","1","NONE","0","POST TRAIL MIX CRUNCH",1.0625,2.5,2.5,1
"00-01-43000-01119",1,3.59,"258492",1479,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.59,0,1
"00-01-43000-01119",8,29.2,"278415",1502,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.65,0,1
"00-01-43000-01119",4,16.36,"688270",1511,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,4.09,0,1
"00-01-43000-01119",3,13.77,"269039",1523,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,4.59,0,1
"00-01-43000-01119",2,5.98,"1116285",1485,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,2.99,0,1
"00-01-43000-01119",2,5,"254990",1529,"BOX","REGULAR","GRANOLA","1","B","0","POST TRAIL MIX CRUNCH",1.0625,2.5,2.5,1
"00-01-43000-01119",3,10.47,"258988",1496,"BOX","REGULAR","GRANOLA","1","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.49,3.49,1
"00-01-43000-01119",45,112.5,"932539",1503,"BOX","REGULAR","GRANOLA","1","B","2","POST TRAIL MIX CRUNCH",1.0625,2.5,2.5,1
"00-01-43000-01119",5,12.5,"237281",1498,"BOX","REGULAR","GRANOLA","1","A","0","POST TRAIL MIX CRUNCH",1.0625,2.5,2.5,1
"00-01-43000-01119",5,19.45,"278619",1504,"BOX","REGULAR","GRANOLA","0","NONE","0","POST TRAIL MIX CRUNCH",1.0625,3.89,0,1
"00-01-43000-01184",5,18.95,"280286",1484,"BOX","CINNAMON","WHOLE GRAIN WHEAT","0","NONE","0","POST SHREDDED WHEAT",1.0625,3.79,0,1
"00-01-43000-01424",40,128.09,"230557",1495,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.20225,3.20225,1
"00-01-43000-01424",23,96.37,"645514",1508,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,4.19,0,1
"00-01-43000-01424",27,63,"1108292",1508,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.33333333333333,2.33333333333333,1
"00-01-43000-01424",50,219.5,"267192",1516,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,4.39,0,1
"00-01-43000-01424",7,27.93,"237277",1482,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.99,0,1
"00-01-43000-01424",17,50.15,"933891",1485,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.95,0,1
"00-01-43000-01424",2,9.91,"651819",1500,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,4.955,0,1
"00-01-43000-01424",10,25,"221658",1512,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.5,2.5,1
"00-01-43000-01424",71,282.58,"535091",1505,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.98,0,1
"00-01-43000-01424",13,34.65,"266104",1500,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","2","POST HONEY BUNCHES OF OATS",0.9063,2.66538461538462,2.66538461538462,1
"00-01-43000-01424",9,29.16,"230514",1480,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.24,0,1
"00-01-43000-01424",54,120.54,"280286",1523,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","B","2","POST HONEY BUNCHES OF OATS",0.9063,2.23222222222222,2.23222222222222,1
"00-01-43000-01424",15,37.99,"411973",1483,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","2","POST HONEY BUNCHES OF OATS",0.9063,2.53266666666667,2.53266666666667,1
"00-01-43000-01425",32,71.83,"236729",1516,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.2446875,0,1
"00-01-43000-01425",7,20.93,"293843",1526,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.99,2.99,1
"00-01-43000-01425",17,42.5,"6001031",1528,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.5,2.5,1
"00-01-43000-01425",1,4.19,"412450",1499,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,4.19,0,1
"00-01-43000-01425",8,25.52,"672605",1502,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.19,0,1
"00-01-43000-01425",5,15.25,"204307",1491,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.05,0,1
"00-01-43000-01425",8,27.12,"267729",1496,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.39,0,1
"00-01-43000-01425",14,47.86,"654104",1500,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.41857142857143,0,1
"00-01-43000-01425",62,183.52,"225963",1481,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.96,2.96,1
"00-01-43000-01425",8,28.72,"1128762",1489,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.59,0,1
"00-01-43000-01425",29,107.01,"1130572",1499,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.69,0,1
"00-01-43000-01425",2,5.5,"272133",1490,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.75,0,1
"00-01-43000-01425",4,15.96,"223450",1527,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.99,0,1
"00-01-43000-01425",18,37.49,"1107104",1513,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","B","0","POST HONEY BUNCHES OF OATS",0.9063,2.08277777777778,2.08277777777778,1
"00-01-43000-01425",11,32.89,"235442",1499,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.99,2.99,1
"00-01-43000-01425",13,40.16,"533067",1517,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","A","0","POST HONEY BUNCHES OF OATS",0.9063,3.08923076923077,3.08923076923077,1
"00-01-43000-01425",13,36.01,"276217",1482,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.77,0,1
"00-01-43000-01425",15,59.7,"274424",1516,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.98,0,1
"00-01-43000-01425",12,27.18,"680581",1489,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.265,2.265,1
"00-01-43000-01425",6,23.94,"291169",1519,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.99,3.99,1
"00-01-43000-01425",8,22.08,"246898",1523,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,2.76,0,1
"00-01-43000-01425",11,38.5,"931768",1498,"BOX","HONEY ALMOND","WHOLE GRAIN OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",0.9063,3.5,3.5,1
"00-01-43000-01426",7,32.83,"648851",1524,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,4.69,0,1
"00-01-43000-01426",7,38.43,"688554",1523,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,5.49,0,1
"00-01-43000-01426",5,17.95,"659632",1496,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,3.59,0,1
"00-01-43000-01426",6,22.47,"232733",1491,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,3.745,3.745,1
"00-01-43000-01426",4,15.56,"659263",1509,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,3.89,0,1
"00-01-43000-01426",19,92.91,"689970",1503,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,4.89,0,1
"00-01-43000-01426",1,4.89,"200612",1523,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,4.89,0,1
"00-01-43000-01426",5,14.95,"226158",1493,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,2.99,0,1
"00-01-43000-01426",14,69.86,"8057418",1511,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,4.99,0,1
"00-01-43000-01426",9,41.31,"645430",1511,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,4.59,0,1
"00-01-43000-01426",39,97.5,"648604",1486,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,2.5,2.5,1
"00-01-43000-01426",4,20.6,"687366",1523,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,5.15,0,1
"00-01-43000-01426",3,13.47,"272154",1490,"BOX","HONEY ROASTED","CORN WHEAT & OAT","0","A","0","POST HONEY BUNCHES OF OATS",1.1875,4.49,0,1
"00-01-43000-01426",14,63.36,"275717",1525,"BOX","HONEY ROASTED","CORN WHEAT & OAT","1","NONE","0","POST HONEY BUNCHES OF OATS",1.1875,4.52571428571429,4.52571428571429,1
