"UPC","UNITS","DOLLARS","iri_key","week","package","flavorscent","typeofgrain","pr","f","d","brand","vol_eq","price","price_pr","j"
"00-01-16000-27507",4,14.76,"278515",1506,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.69,0,0
"00-01-16000-27507",6,21.54,"262847",1498,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.59,0,0
"00-01-16000-27507",27,69.85,"655638",1525,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,2.58703703703704,0,0
"00-01-16000-27507",14,33.46,"251057",1508,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","B","0","GENERAL MILLS CINNAMON TST CR",0.8,2.39,2.39,0
"00-01-16000-27507",6,19.14,"287280",1518,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","A+","0","GENERAL MILLS CINNAMON TST CR",0.8,3.19,0,0
"00-01-16000-27507",80,163.98,"290949",1530,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","2","GENERAL MILLS CINNAMON TST CR",0.8,2.04975,2.04975,0
"00-01-16000-27507",31,62,"239035",1504,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,2,2,0
"00-01-16000-27507",103,174,"532874",1514,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","A","2","GENERAL MILLS CINNAMON TST CR",0.8,1.68932038834951,1.68932038834951,0
"00-01-16000-27507",59,194.11,"226686",1492,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.29,0,0
"00-01-16000-27507",5,17.45,"647836",1503,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.49,0,0
"00-01-16000-27507",25,57.49,"451327",1497,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,2.2996,2.2996,0
"00-01-16000-27507",3,11.97,"229054",1481,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.99,0,0
"00-01-16000-27507",1,3.59,"262847",1491,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.59,0,0
"00-01-16000-27507",3,11.68,"258933",1507,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.89333333333333,0,0
"00-01-16000-27507",3,8.97,"278826",1484,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","A","0","GENERAL MILLS CINNAMON TST CR",0.8,2.99,2.99,0
"00-01-16000-27507",1,3.49,"648768",1503,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.49,0,0
"00-01-16000-27507",13,47.84,"274204",1492,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.68,0,0
"00-01-16000-27507",10,37.9,"1108436",1515,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","A","0","GENERAL MILLS CINNAMON TST CR",0.8,3.79,0,0
"00-01-16000-27507",41,59.22,"658209",1484,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","A","0","GENERAL MILLS CINNAMON TST CR",0.8,1.44439024390244,1.44439024390244,0
"00-01-16000-27507",76,192.28,"647769",1514,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","2","GENERAL MILLS CINNAMON TST CR",0.8,2.53,2.53,0
"00-01-16000-27507",5,19.95,"1131924",1479,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.99,0,0
"00-01-16000-27507",21,31.5,"654145",1485,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,1.5,1.5,0
"00-01-16000-27507",13,33.67,"1076556",1520,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,2.59,0,0
"00-01-16000-27507",94,189.29,"656089",1518,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","A","0","GENERAL MILLS CINNAMON TST CR",0.8,2.01372340425532,2.01372340425532,0
"00-01-16000-27507",1,3.59,"263066",1513,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.59,0,0
"00-01-16000-27507",4,13.56,"254990",1505,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.39,0,0
"00-01-16000-27507",5,15.95,"257658",1508,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.19,0,0
"00-01-16000-27507",8,36.72,"279373",1525,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,4.59,0,0
"00-01-16000-27507",471,885.48,"1085053",1521,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","B","2","GENERAL MILLS CINNAMON TST CR",0.8,1.88,1.88,0
"00-01-16000-27507",7,28.63,"211303",1506,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,4.09,0,0
"00-01-16000-27507",14,55.86,"1080444",1505,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.99,0,0
"00-01-16000-27507",9,37.49,"233096",1503,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,4.16555555555556,0,0
"00-01-16000-27507",15,30.5,"235968",1483,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","A+","0","GENERAL MILLS CINNAMON TST CR",0.8,2.03333333333333,2.03333333333333,0
"00-01-16000-27507",41,147.19,"279219",1519,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.59,0,0
"00-01-16000-27507",2,7.38,"278515",1502,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.69,0,0
"00-01-16000-27507",3,10.47,"237861",1482,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.49,0,0
"00-01-16000-27507",1,3.29,"686009",1504,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.29,0,0
"00-01-16000-27507",15,49.35,"931863",1489,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.29,0,0
"00-01-16000-27507",2,6.52,"532600",1501,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.26,0,0
"00-01-16000-27507",16,57.44,"244941",1482,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","A","0","GENERAL MILLS CINNAMON TST CR",0.8,3.59,0,0
"00-01-16000-27507",50,131.9,"259016",1529,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","A+","2","GENERAL MILLS CINNAMON TST CR",0.8,2.638,2.638,0
"00-01-16000-27507",8,43.92,"269824",1500,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,5.49,0,0
"00-01-16000-27507",9,27.96,"270652",1509,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.10666666666667,0,0
"00-01-16000-27507",8,25.52,"264075",1492,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.19,0,0
"00-01-16000-27507",9,28.71,"228994",1490,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","0","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.19,0,0
"00-01-16000-27507",3,11.34,"234627",1517,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,3.78,3.78,0
"00-01-16000-27507",20,50,"200542",1510,"BOX","CINNAMON TOAST","WHOLE WHEAT AND RICE","1","NONE","0","GENERAL MILLS CINNAMON TST CR",0.8,2.5,2.5,0
"00-01-16000-27509",9,47.52,"266359",1500,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.28,0,0
"00-01-16000-27509",5,28.7,"221658",1485,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.74,0,0
"00-01-16000-27509",1,5.19,"235795",1484,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.19,0,0
"00-01-16000-27509",20,119.8,"286951",1516,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.99,0,0
"00-01-16000-27509",5,33.95,"688554",1501,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,6.79,0,0
"00-01-16000-27509",4,21.16,"265695",1499,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.29,0,0
"00-01-16000-27509",5,24.95,"652877",1499,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,4.99,0,0
"00-01-16000-27509",9,62.91,"243575",1529,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,6.99,0,0
"00-01-16000-27509",7,41.93,"242841",1514,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.99,0,0
"00-01-16000-27509",3,15.87,"285427",1526,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.29,0,0
"00-01-16000-27509",7,39.62,"281045",1521,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.66,0,0
"00-01-16000-27509",5,23.35,"292921",1479,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,4.67,0,0
"00-01-16000-27509",10,59.9,"1128762",1529,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.99,0,0
"00-01-16000-27509",1,5.66,"257658",1498,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.66,0,0
"00-01-16000-27509",1,5.16,"203563",1523,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.16,0,0
"00-01-16000-27509",9,44.91,"647512",1494,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,4.99,0,0
"00-01-16000-27509",10,56.5,"232633",1527,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.65,0,0
"00-01-16000-27509",3,17.22,"414554",1483,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.74,0,0
"00-01-16000-27509",14,82.32,"671543",1509,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,5.88,0,0
"00-01-16000-27509",91,309.7,"290477",1495,"BOX","TOASTED","WHOLE GRAIN OAT","1","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,3.4032967032967,3.4032967032967,0
"00-01-16000-27509",1,6.99,"268401",1487,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,6.99,0,0
"00-01-16000-27509",6,29.94,"668871",1518,"BOX","TOASTED","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS LUCKY CHARMS",1.5,4.99,0,0
"00-01-16000-27511",18,35.46,"673435",1485,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,1.97,1.97,0
"00-01-16000-27511",10,25,"1085053",1488,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.5,0,0
"00-01-16000-27511",45,87.24,"648761",1500,"BOX","COCOA","WHOLE GRAIN CORN","1","A","0","GENERAL MILLS COCOA PUFFS",0.7375,1.93866666666667,1.93866666666667,0
"00-01-16000-27511",6,16.69,"6001821",1505,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.78166666666667,2.78166666666667,0
"00-01-16000-27511",7,20.23,"278625",1527,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.89,0,0
"00-01-16000-27511",9,26.19,"202738",1484,"BOX","COCOA","WHOLE GRAIN CORN","0","A","0","GENERAL MILLS COCOA PUFFS",0.7375,2.91,0,0
"00-01-16000-27511",2,5.98,"200633",1520,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.99,0,0
"00-01-16000-27511",17,50.49,"1083238",1496,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.97,0,0
"00-01-16000-27511",10,29.1,"221658",1501,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.91,0,0
"00-01-16000-27511",18,36,"247300",1511,"BOX","COCOA","WHOLE GRAIN CORN","1","A","0","GENERAL MILLS COCOA PUFFS",0.7375,2,2,0
"00-01-16000-27511",12,37.38,"1081363",1513,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.115,0,0
"00-01-16000-27511",20,59.8,"647512",1520,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.99,0,0
"00-01-16000-27511",24,71.76,"1089689",1481,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.99,0,0
"00-01-16000-27511",21,42,"216202",1517,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2,2,0
"00-01-16000-27511",4,15.48,"230104",1498,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.87,0,0
"00-01-16000-27511",37,78.44,"282513",1508,"BOX","COCOA","WHOLE GRAIN CORN","1","B","0","GENERAL MILLS COCOA PUFFS",0.7375,2.12,2.12,0
"00-01-16000-27511",17,50.49,"200635",1504,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.97,0,0
"00-01-16000-27511",13,38.87,"213290",1493,"BOX","COCOA","WHOLE GRAIN CORN","0","B","0","GENERAL MILLS COCOA PUFFS",0.7375,2.99,0,0
"00-01-16000-27511",1,2.74,"1185357",1520,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.74,0,0
"00-01-16000-27511",18,61.02,"217683",1528,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.39,0,0
"00-01-16000-27511",21,63.52,"239189",1508,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","1","GENERAL MILLS COCOA PUFFS",0.7375,3.0247619047619,3.0247619047619,0
"00-01-16000-27511",153,306,"679716",1480,"BOX","COCOA","WHOLE GRAIN CORN","1","B","2","GENERAL MILLS COCOA PUFFS",0.7375,2,2,0
"00-01-16000-27511",7,19.53,"290963",1485,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.79,2.79,0
"00-01-16000-27511",45,108.76,"239682",1510,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","2","GENERAL MILLS COCOA PUFFS",0.7375,2.41688888888889,2.41688888888889,0
"00-01-16000-27511",3,12.57,"223660",1509,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,4.19,0,0
"00-01-16000-27511",1,2.91,"204828",1483,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.91,0,0
"00-01-16000-27511",1,1.57,"224546",1516,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,1.57,1.57,0
"00-01-16000-27511",75,150,"933335",1524,"BOX","COCOA","WHOLE GRAIN CORN","1","A","0","GENERAL MILLS COCOA PUFFS",0.7375,2,2,0
"00-01-16000-27511",12,33.48,"1178375",1529,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.79,0,0
"00-01-16000-27511",2,8.58,"245443",1498,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,4.29,0,0
"00-01-16000-27511",231,404.25,"203615",1479,"BOX","COCOA","WHOLE GRAIN CORN","1","A","0","GENERAL MILLS COCOA PUFFS",0.7375,1.75,1.75,0
"00-01-16000-27511",20,59.8,"200513",1496,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","2","GENERAL MILLS COCOA PUFFS",0.7375,2.99,0,0
"00-01-16000-27511",62,120.75,"250379",1500,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","2","GENERAL MILLS COCOA PUFFS",0.7375,1.94758064516129,1.94758064516129,0
"00-01-16000-27511",8,20.72,"200379",1486,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.59,0,0
"00-01-16000-27511",8,27.12,"684536",1520,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.39,0,0
"00-01-16000-27511",18,36,"219646",1505,"BOX","COCOA","WHOLE GRAIN CORN","1","A","0","GENERAL MILLS COCOA PUFFS",0.7375,2,2,0
"00-01-16000-27511",1,3.2,"258933",1484,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.2,0,0
"00-01-16000-27511",78,156,"243176",1501,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","2","GENERAL MILLS COCOA PUFFS",0.7375,2,2,0
"00-01-16000-27511",9,35.91,"688349",1508,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.99,0,0
"00-01-16000-27511",32,66.49,"240219",1517,"BOX","COCOA","WHOLE GRAIN CORN","1","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,2.0778125,2.0778125,0
"00-01-16000-27511",2,6.58,"248741",1526,"BOX","COCOA","WHOLE GRAIN CORN","0","NONE","0","GENERAL MILLS COCOA PUFFS",0.7375,3.29,0,0
"00-01-16000-27512",7,45.43,"261623",1519,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.49,0,0
"00-01-16000-27512",57,257.65,"648458",1512,"BOX","HONEY NUT","WHOLE GRAIN OAT","1","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.52017543859649,4.52017543859649,0
"00-01-16000-27512",33,179.87,"285895",1529,"BOX","HONEY NUT","WHOLE GRAIN OAT","1","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.45060606060606,5.45060606060606,0
"00-01-16000-27512",47,223.13,"642902",1513,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.74744680851064,0,0
"00-01-16000-27512",38,189.24,"681074",1508,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.98,0,0
"00-01-16000-27512",111,335.89,"250631",1487,"BOX","HONEY NUT","WHOLE GRAIN OAT","1","A","2","GENERAL MILLS HONEY NUT CHEER",1.5781,3.02603603603604,3.02603603603604,0
"00-01-16000-27512",20,123.8,"245673",1483,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.19,0,0
"00-01-16000-27512",10,55.2,"239927",1506,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.52,0,0
"00-01-16000-27512",6,35.34,"264332",1525,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.89,0,0
"00-01-16000-27512",6,41.34,"239590",1483,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.89,0,0
"00-01-16000-27512",9,51.21,"673051",1500,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.69,0,0
"00-01-16000-27512",20,102.41,"661692",1512,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.1205,0,0
"00-01-16000-27512",9,51.21,"284325",1488,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.69,0,0
"00-01-16000-27512",11,54.89,"234598",1509,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.99,0,0
"00-01-16000-27512",13,64.87,"668871",1480,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.99,0,0
"00-01-16000-27512",30,158.41,"250710",1509,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.28033333333333,0,0
"00-01-16000-27512",31,119.91,"259016",1512,"BOX","HONEY NUT","WHOLE GRAIN OAT","1","B","0","GENERAL MILLS HONEY NUT CHEER",1.5781,3.86806451612903,3.86806451612903,0
"00-01-16000-27512",8,51.12,"249409",1514,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.39,0,0
"00-01-16000-27512",35,202.65,"247440",1519,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.79,0,0
"00-01-16000-27512",60,291.4,"933690",1484,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.85666666666667,0,0
"00-01-16000-27512",29,162.11,"270612",1484,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.59,0,0
"00-01-16000-27512",13,67.47,"204353",1512,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.19,0,0
"00-01-16000-27512",12,58.68,"534239",1493,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.89,0,0
"00-01-16000-27512",15,104.85,"535679",1479,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.99,0,0
"00-01-16000-27512",32,143.68,"535857",1503,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,4.49,0,0
"00-01-16000-27512",21,132.09,"257557",1492,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.29,0,0
"00-01-16000-27512",19,111.91,"688349",1507,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.89,0,0
"00-01-16000-27512",6,33.54,"253040",1485,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.59,0,0
"00-01-16000-27512",8,47.92,"400075",1504,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.99,0,0
"00-01-16000-27512",3,19.17,"260934",1517,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.39,0,0
"00-01-16000-27512",29,150.22,"274204",1512,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.18,0,0
"00-01-16000-27512",7,41.86,"653899",1481,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,5.98,0,0
"00-01-16000-27512",4,27.96,"231876",1492,"BOX","HONEY NUT","WHOLE GRAIN OAT","0","NONE","0","GENERAL MILLS HONEY NUT CHEER",1.5781,6.99,0,0
"00-01-16000-27513",4,18,"1078045",1485,"BOX","REGULAR","WHOLE GRAN WHT & BRN","0","NONE","0","GENERAL MILLS TOTAL RAISIN BR",1.1406,4.5,0,0
"00-01-16000-27513",1,3.99,"284850",1528,"BOX","REGULAR","WHOLE GRAN WHT & BRN","0","NONE","0","GENERAL MILLS TOTAL RAISIN BR",1.1406,3.99,0,0
"00-01-16000-27513",7,26.53,"283432",1518,"BOX","REGULAR","WHOLE GRAN WHT & BRN","0","NONE","0","GENERAL MILLS TOTAL RAISIN BR",1.1406,3.79,0,0
"00-01-16000-27513",7,26.53,"291741",1481,"BOX","REGULAR","WHOLE GRAN WHT & BRN","0","NONE","0","GENERAL MILLS TOTAL RAISIN BR",1.1406,3.79,0,0
"00-01-16000-27513",7,40.53,"272792",1498,"BOX","REGULAR","WHOLE GRAN WHT & BRN","0","NONE","0","GENERAL MILLS TOTAL RAISIN BR",1.1406,5.79,0,0
"00-01-16000-27513",5,21.1,"650517",1496,"BOX","REGULAR","WHOLE GRAN WHT & BRN","0","NONE","2","GENERAL MILLS TOTAL RAISIN BR",1.1406,4.22,0,0
